title;rating;runtime;genre;release_year;description;director;img_src;type
The Nutcracker and the Four Realms;PG;99;Adventure, Family, Fantasy;2018;A young girl is transported into a magical world of gingerbread soldiers and an army of mice.;Lasse Hallström;https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Shazam!;PG-13;132;Action, Adventure, Comedy;2019;A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.;David F. Sandberg;https://m.media-amazon.com/images/M/MV5BOWZhZjE4NGQtODg5Ni00MjQ1LWJmMzAtNzQ2N2M1NzYzMDJkXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Home Sweet Home Alone;PG;93;Comedy, Crime, Family;2021;A married couple tries to steal back a valuable heirloom from a troublesome kid.;Dan Mazer;https://m.media-amazon.com/images/M/MV5BMDlkMzZiM2EtZDMxZC00ZWUwLTliMDMtMGMzMzE3NTEzMThiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UY209_CR13,0,140,209_AL_.jpg;Movie
A Bad Moms Christmas;R;104;Comedy;2017;As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.;Jon Lucas;https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Surviving Christmas;PG-13;91;Comedy, Romance;2004;A lonely, obnoxious young millionaire pays a family to spend Christmas with him.;Mike Mitchell;https://m.media-amazon.com/images/M/MV5BMTcwMTI4MTY3Ml5BMl5BanBnXkFtZTcwOTUzMjcyMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
A Christmas Carol;TV-PG;95;Drama, Fantasy;1999;An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.;David Hugh Jones;https://m.media-amazon.com/images/M/MV5BZTBmZTM1YzgtNWM1NC00ODAyLWJmMzktZDFhYmZlYzMyMGYyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
The Year Without a Santa Claus;TV-G;51;Animation, Comedy, Family;1974;When a weary and discouraged Santa Claus considers skipping his Christmas Eve run one year, Mrs. Claus and his elves set out to change his mind.;Jules Bass;https://m.media-amazon.com/images/M/MV5BMzk5OGFmMmQtNGVhZC00NGQ5LWE2M2MtZmRlYzZiNjYwMzM4XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Charlie Brown Christmas;TV-G;25;Animation, Comedy, Drama;1965;Depressed at the commercialism he sees around him, Charlie Brown tries to find a deeper meaning to Christmas.;Bill Melendez;https://m.media-amazon.com/images/M/MV5BMzQ3M2JhNzMtNWQ2NS00N2IxLThmYTctMzkwYzJiMThiMjI4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Fatman;R;100;Action, Adventure, Comedy;2020;A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.;Eshom Nelms;https://m.media-amazon.com/images/M/MV5BOGI3NDNmNmMtZTRmZC00YmU5LWJiNTktYjZkMzlhNzhlODU4XkEyXkFqcGdeQXVyNzg3NjQyOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Nativity!;PG;105;Comedy, Family;2009;An uptight but secretly heartbroken primary school teacher's little white lie about Hollywood coming to see his class' nativity play grows like wildfire in his rag-tag school low on self-esteem.;Debbie Isitt;https://m.media-amazon.com/images/M/MV5BNmFjNTIxNzMtYzRiMi00ZTY4LWI4ZTktZjM3ZDUwZDViNzZiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Batman Returns;PG-13;126;Action, Crime, Fantasy;1992;While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.;Tim Burton;https://m.media-amazon.com/images/M/MV5BOGZmYzVkMmItM2NiOS00MDI3LWI4ZWQtMTg0YWZkODRkMmViXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Edward Scissorhands;PG-13;105;Drama, Fantasy, Romance;1990;The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.;Tim Burton;https://m.media-amazon.com/images/M/MV5BMWY2MGRkNjgtZDczNi00YWJjLTkwNmUtMTY0NTE5ZDhkZjgwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
This Is Christmas;;111;Comedy, Drama, Romance;2022;This rom-com set in London during the Christmas season follows Adam and Emma on their daily commute from the village of Langton to London, where they meet the same passengers every day.;Chris Foggin;https://m.media-amazon.com/images/M/MV5BYjAzMTg3Y2UtNThkYS00ZGY4LThkODUtOGQ1NmQ2ZDA3NGU2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Single All the Way;TV-PG;99;Comedy, Drama, Romance;2021;Desperate to avoid his family's judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that they're now in a relationship.;Michael Mayer;https://m.media-amazon.com/images/M/MV5BYTYzOWQ0ZTItMzU2OC00YmMyLWIzMGYtMTk1ZjcwNGIxYThjXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Serendipity;PG-13;90;Comedy, Romance;2001;A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.;Peter Chelsom;https://m.media-amazon.com/images/M/MV5BMzc3Yjg1MmUtODllMy00MmZkLTgyNDAtZDg0N2I4OWEzZTkxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
The Bishop's Wife;G;109;Comedy, Drama, Fantasy;1947;A debonair angel comes to Earth to help an Episcopalian bishop and his wife in their quest to raise money for the new church.;Henry Koster;https://m.media-amazon.com/images/M/MV5BYzgyZjE2OWEtMjU2MS00NDk0LTkyZGEtODRkYzc2NjcxNDQyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Frosty the Snowman;TV-G;25;Animation, Short, Comedy;1969;A living snowman and a little girl struggle to elude a greedy magician who is after the snowman's magic hat.;Jules Bass;https://m.media-amazon.com/images/M/MV5BNTBiODU4ZWYtZDUzZi00MGRkLThjNWEtZGMyOWI4YWFhMjk4XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Just Friends;PG-13;96;Comedy, Romance;2005;While visiting his hometown during Christmas, a man comes face-to-face with his old high-school crush and best friend--a woman whose rejection of him turned him into a ferocious womanizer.;Roger Kumble;https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Time for Her to Come Home for Christmas;TV-G;84;Drama, Romance;2023;Carly heads to a small town to lead a church choir at Christmastime, facing her first holiday season without her mother. While there, she connects with a man back in town after serving in the Army.;Ali Liebert;https://m.media-amazon.com/images/M/MV5BZjJmMTgxZjgtNWVhMS00YjMxLTlhNDQtNzIyM2E2ODU3NGQ2XkEyXkFqcGdeQXVyMjk3MzY3MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Silver Linings Playbook;R;122;Comedy, Drama, Romance;2012;After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.;David O. Russell;https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Bad Santa 2;R;92;Comedy, Crime, Drama;2016;Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.;Mark Waters;https://m.media-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Scrooge;G;113;Drama, Family, Fantasy;1970;A musical retelling of Charles Dickens' classic novel about an old bitter miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.;Ronald Neame;https://m.media-amazon.com/images/M/MV5BMGFmYjgwZDctMzQ5OC00NmMwLTg2OGEtODUzZjU1MDQ4ZjliL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Home for Christmas;TV-MA;29;Comedy, Drama, Romance;2019;When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.;Ida Elise Broch;https://m.media-amazon.com/images/M/MV5BZDViY2UzMzktMTViMS00NjY3LWJkYzItYjYxMGMwNzBiNzExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Rise of the Guardians;PG;97;Animation, Action, Adventure;2012;When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.;Peter Ramsey;https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Shop Around the Corner;Not Rated;99;Comedy, Drama, Romance;1940;Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.;Ernst Lubitsch;https://m.media-amazon.com/images/M/MV5BZDMxYmIzNDgtYWY1ZS00YmYwLTlhMjYtZTViZTNkY2ExODdiXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
B&B Merry;;85;Comedy, Romance;2022;Tracey, a travel blogger, is invited by Graham to a Christmas getaway at his family's small bed and breakfast. It is facing tough competition from a hotel resort that has been stealing guests, threatening survival of the family business.;Paula Elle;https://m.media-amazon.com/images/M/MV5BY2U3NmY4NjYtMzkyNy00NGVlLWFmZTYtNzZjMjQzMGMzMGEyXkEyXkFqcGdeQXVyMTU5MjU5MTM@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Remember the Night;Passed;94;Comedy, Drama, Romance;1939;Love blooms between a sympathetic attorney and the comely shoplifter he has taken home for the Christmas holiday.;Mitchell Leisen;https://m.media-amazon.com/images/M/MV5BNWU3MDI4ZjUtMDE5NS00OTNhLWJiMjctZGJhN2ZhNjhlOWIwXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
I'll Be Home for Christmas;PG;86;Comedy, Family;1998;A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas.;Arlene Sanford;https://m.media-amazon.com/images/M/MV5BYWM4ZmY4MGYtYmE5Zi00OTUxLThkM2MtZjQ3NjlmMTU1ZTJjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Haul out the Holly: Lit Up;TV-G;84;Comedy, Romance;2023;As the holidays approach, Emily and Jared are looking forward to celebrating the holidays together again.;Maclain Nelson;https://m.media-amazon.com/images/M/MV5BYTJlOTM0MjYtZjI2YS00MDlmLWE2NGQtZTNjOTExMmFkNDc4XkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Jingle Jangle: A Christmas Journey;PG;122;Family, Fantasy, Musical;2020;An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.;David E. Talbert;https://m.media-amazon.com/images/M/MV5BMjVhYjBlMzEtZGMyYS00ODNjLTljYjEtNTdlYjAyNmI1OTZjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UY209_CR13,0,140,209_AL_.jpg;Movie
Dash & Lily;TV-14;;Comedy, Drama, Romance;2020;A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams and desires in the notebook they pass back and forth at locations all across New York City.;Midori Francis;https://m.media-amazon.com/images/M/MV5BYmZmN2NlMjQtOTJiYS00ZmI4LWFmMTItNDk1ZDNmYTBkZDZiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR5,0,140,209_AL_.jpg;Movie
The Christmas Train;TV-G;99;Drama, Romance;2017;A cynical journalist decides to take a train from Washington, D.C. to Los Angeles for Christmas to get inspiration for a story in honor of his late father. He gets to know the other passengers and runs into an old flame while aboard.;Ron Oliver;https://m.media-amazon.com/images/M/MV5BY2Y4NzE2NTEtNmIwMy00NjU0LWJiNTQtODIyYjUxZTA5YmU5XkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
I'm Glad It's Christmas;;85;Comedy, Drama, Family;2022;Cora does everything to bring together Holly, a salesclerk who dreams of performing on Broadway, and Jason, a jingle writer and single father, for the town's holiday concert.;Ernie Barbarash;https://m.media-amazon.com/images/M/MV5BMzc4YWMwOWQtNDA1NC00NTNjLWI4YjQtNTBiNzVmMzg1ODI1XkEyXkFqcGdeQXVyMTI5NjA0OTA1._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Christmas Carol;Passed;69;Drama, Family, Fantasy;1938;An elderly miser learns the error of his ways on Christmas Eve.;Edwin L. Marin;https://m.media-amazon.com/images/M/MV5BMDhhMzBmNDQtODRkNC00YWYzLWE5ZTMtMmU3YzMxODY5Y2ZlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A Merry Friggin' Christmas;PG-13;88;Comedy, Drama;2014;Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.;Tristram Shapeero;https://m.media-amazon.com/images/M/MV5BMTk1NDQ4MzE4Nl5BMl5BanBnXkFtZTgwNTU2NjY5MjE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
A Christmas Horror Story;Not Rated;99;Fantasy, Horror, Mystery;2015;Interwoven stories that take place on Christmas Eve, as told by one festive radio host: A family brings home more than a Christmas tree, a student documentary becomes a living nightmare, a Christmas spirit terrorizes, Santa slays evil.;Grant Harvey;https://m.media-amazon.com/images/M/MV5BODg3NTAwNzk5M15BMl5BanBnXkFtZTgwNjA4OTE3MDI@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Little Women;PG;115;Drama, Family, Romance;1994;The March sisters live and grow in post-Civil War America.;Gillian Armstrong;https://m.media-amazon.com/images/M/MV5BNzY2M2IzNWMtMWFkMS00ODk1LWI3NGYtNTBiYTc5MTA0Y2YzXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
A Merry Christmas Wish;;86;Comedy, Family, Romance;2022;Janie returns to her hometown of Woodland Falls when her great-uncle passes away, and she discovers that he has surprised her with a special gift: the family homestead, her childhood home.;Bradley Walsh;https://m.media-amazon.com/images/M/MV5BOWRjYzBjNDUtY2UxMS00ZWZmLThkMjgtM2M3NzY5ZjNhMDg3XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Holiday Road;;84;Drama, Romance;2023;Nine strangers, stranded at an airport during the holidays, unite for a Christmas road trip to Denver. Misadventures lead to unexpected bonds and heartfelt conversations.;Martin Wood;https://m.media-amazon.com/images/M/MV5BMTQxYjE5NmEtMDBhNi00MWIyLTg5YzAtYTc4NDA1NWVjZDZhXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Christmas Prince;TV-PG;92;Comedy, Family, Romance;2017;When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?;Alex Zamm;https://m.media-amazon.com/images/M/MV5BNWMzZTE4NTYtOGRiNi00YzQ2LWJiNjctMzk1NDU4NmY5ZGQwXkEyXkFqcGdeQXVyODIyMzA4NDc@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
A Not So Royal Christmas;;84;Romance;2023;Tabloid journalist Charlotte attempts to land an interview with a reclusive Count. In response, the royal family has a groundskeeper pose as the Count since the real one fled years ago.;Jonathan Wright;https://m.media-amazon.com/images/M/MV5BYmQ0NWVjZjQtNDczNy00YzEyLTlkZGQtMTNkOGRhYjBjZWVlXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Prancer;G;103;Drama, Family, Fantasy;1989;A farm girl nurses a wounded reindeer she believes is one of Santa's, hoping to bring it back to health in time for Christmas. Her holiday spirit inspires those around her, something her disheartened father is having trouble understanding.;John D. Hancock;https://m.media-amazon.com/images/M/MV5BMjhlNDdhYWMtOTYxMi00MjU2LWJlZDctMDZkZTVmZmY1Mzk0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Jingle Smells;;;Comedy, Family, Fantasy;2023;"War vet Nick Gutman is forced to take a job with his dad's quirky garbage men buddies. When tasked to destroy canceled toys before Christmas - Nick takes on the secret identity ""Jingle Smells"" and becomes a Robin Hood of the Holidays.";Daniel Lusko;https://m.media-amazon.com/images/M/MV5BYTc3NGQzMjYtOTExMy00OWYzLWIxYjktZGEzMWFkMDM1ODMyXkEyXkFqcGdeQXVyMjg1Nzc4Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas Island;TV-G;84;Romance;2023;When a snowstorm diverts Kate's first private flight en route to Switzerland to Christmas Island, she must team up with an air traffic controller to secure her dream job as the family's pilot.;David Weaver;https://m.media-amazon.com/images/M/MV5BYTk0ZDA5MjktNWQ5OC00YTMzLWFmNmItNDQ2MDBjMGYyZmZlXkEyXkFqcGdeQXVyNjMzMjU5NTk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
My Christmas Hero;TV-PG;84;Drama, Family, Romance;2023;Nicole is dedicated to helping military service members and their families, this Christmas with the help of many heroes she will be on a mission to honor a fallen soldier and bring much needed healing to this family.;Martin Wood;https://m.media-amazon.com/images/M/MV5BOWE1MmQ1NGUtODk4OC00ODIwLWJjYWYtODExMjNiODlmYTllXkEyXkFqcGdeQXVyMTg5OTc1NQ@@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Christmas in Scotland;;86;Romance;2023;On a trip to Scotland, an installation designer finds herself helping a small community create a festive light display, despite the interventions of a wealthy heir. Forced to work together, they unite to bring seasonal magic to light.;David Lumsden;https://m.media-amazon.com/images/M/MV5BZWExMTE5ZmUtMTNiZC00MDA3LWIxODEtZWYxYmZmYzRjZmQ0XkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
The Nutcracker;G;92;Family, Fantasy, Music;1993;On Christmas Eve, a little girl named Marie falls asleep after a party at her house and dreams of a fantastic world where toys become larger than life.;Emile Ardolino;https://m.media-amazon.com/images/M/MV5BOGFlNWFjYjUtYjY3YS00N2NmLWE4ODQtMTI5NGFiMGJlZTBiXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
12 Dates of Christmas;PG;90;Comedy, Family, Fantasy;2011;A story that follows Kate, a young woman who after a horrible blind date on Christmas Eve, wakes up to find she is re-living that same day and date all over again.;James Hayman;https://m.media-amazon.com/images/M/MV5BY2VkN2ZjZTYtZTdjMi00MGQyLTg4ZWMtNzhiNzY5YTQ4ZmZmXkEyXkFqcGdeQXVyMzU5NjU1MDA@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Time for Him to Come Home for Christmas;TV-G;84;Drama, Romance;2022;Four days before Christmas, Elizabeth Athens receives a voicemail from a unknown number she doesn't recognize. In the message, a man's voice, whom she doesn't know, makes one final plea to the love of his life for a second chance.;David Winning;https://m.media-amazon.com/images/M/MV5BYTRkZTlhYmQtYjkyZS00YWM0LTljNjAtODJmOTdjOTVhYjUyXkEyXkFqcGdeQXVyMDA0Mjk4MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Ref;R;97;Comedy, Crime, Drama;1994;A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.;Ted Demme;https://m.media-amazon.com/images/M/MV5BNDA2Yzg3ZGUtMmJlOC00NzY2LWIxMDYtODcwOTM0ZWZhNWQ0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Haul out the Holly;TV-G;84;Comedy, Drama, Fantasy;2022;Emily arrives home hoping to visit her parents, only to find that they are going on a trip of their own. While she stays at her house for the holidays, her HOA is determined to get Emily involved in the neighborhood Christmas festivities.;Maclain Nelson;https://m.media-amazon.com/images/M/MV5BOWE2M2I1YjYtNzMzZC00OTQzLThjYjktYzYwYjEzYmNiZGRhXkEyXkFqcGdeQXVyOTg0NjAxMzI@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
A Brush with Christmas;TV-PG;83;Comedy, Drama, Romance;2022;Charlotte captures the local art scene while also helping her mother run the family restaurant. Charlotte throws out her painting to the Christmas art festival. Wyatt, seeing her discarded work, tries to find the mysterious artist who stole his heart.;Robin Dunne;https://m.media-amazon.com/images/M/MV5BOGYwYWQ0YmYtYjAxZC00ZDdlLTg2ZDMtMmJjN2Q3NzNhYjZiXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
This Christmas;PG-13;117;Comedy, Drama, Romance;2007;A Christmastime drama centered around the Whitfield family's first holiday together in four years.;Preston A. Whitmore II;https://m.media-amazon.com/images/M/MV5BMjE0NDY5Mzk2OF5BMl5BanBnXkFtZTYwNzI3MDM4._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
The Princess Switch;TV-PG;101;Comedy, Drama, Family;2018;Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.;Mike Rohl;https://m.media-amazon.com/images/M/MV5BMTYyMjYxMjEzOF5BMl5BanBnXkFtZTgwMjAwNDE3NjM@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A California Christmas;PG-13;106;Comedy, Drama, Romance;2020;With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.;Shaun Paul Piccinino;https://m.media-amazon.com/images/M/MV5BOGNkMDFmZDQtODc3Yy00YjIzLTlmNGItMjFkZjRhNGQzM2YwXkEyXkFqcGdeQXVyMDIyNDQ0MQ@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
An Unexpected Christmas;TV-G;83;Romance;2021;Emily works at an ad agency and is sent to her ex's hometown before Christmas. She arrives at the train station as her ex is picked up by his family. They mistakenly think Emily's still an item.;Michael Robison;https://m.media-amazon.com/images/M/MV5BMzQ3YWQ4YmUtYzhmOS00MzlkLTgyMDAtZmE3MmNiODk2M2FmXkEyXkFqcGdeQXVyOTUyNjcyNA@@._V1_UY209_CR14,0,140,209_AL_.jpg;Movie
The Nativity Story;PG;101;Adventure, Drama, Family;2006;A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.;Catherine Hardwicke;https://m.media-amazon.com/images/M/MV5BMTc0MDM4MzM4Nl5BMl5BanBnXkFtZTcwNTczNzUzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
The Christmas Card;;84;Drama, Romance;2006;US soldier visits the town from where an inspirational Christmas card was sent to him by a church group that mails cards out to servicemen as a goodwill effort.;Stephen Bridgewater;https://m.media-amazon.com/images/M/MV5BMTU1NzU3NTA3OF5BMl5BanBnXkFtZTcwOTY3OTQ1MQ@@._V1_UY209_CR5,0,140,209_AL_.jpg;Movie
Christmas with a View;TV-PG;91;Drama, Romance;2018;Secret aspirations between a failed restaurateur and a celebrity chef threaten their blossoming Christmas romance.;Justin G. Dyck;https://m.media-amazon.com/images/M/MV5BZGYxNDI3NzAtOTI1YS00YjJmLTkzZWMtNDFkN2E2NDczMWRmXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
A Very Harold & Kumar Christmas;R;90;Adventure, Comedy;2011;Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree.;Todd Strauss-Schulson;https://m.media-amazon.com/images/M/MV5BMzA1NTQzMjAyOV5BMl5BanBnXkFtZTcwNDcyMjY2Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
